,stim_id,Label,Type,Text,Hummingbird scores,Captum Converted,Judgment,Confidence,gpt2 ppl,gpt3 ppl
64,66,Polite,SE,"@Colin Fine: I think it's a good example, especially for the use case described. Could you please add your comment as an answer?",0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.6667 1.0 0.0 0.0 0.0 0.0 0.0 0.0,0.9 0.43000000000000005 -0.02 0.05 0.1 0.14 -0.24 -0.11 0.01 -0.05 -0.01 -0.1 -0.01 0.05 -0.09 -0.04 0.54 -0.02 0.08 0.19 0.02 -0.02 -0.07,Impolite,0.92,nan 23.49372696876526 2.8013105392456055 2.09820294380188 2.3071012794971466 1.7930355072021484 2.099881172180176 7.699311971664429 3.9935860633850098 1.9668755531311035 1.705811619758606 7.177121162414551 2.3207783699035645 8.20685589313507 6.6780242919921875 0.5644736289978027 3.429960012435913 4.150757312774658 3.7770228385925293 3.7705845832824707 4.034955978393555 3.511192798614502 4.543713629245758,0.00174207903341593 0.1296928708939774 0.10306230198232552 0.14283320901302698 0.6260542237725204 0.2219293036174871 0.14501328791024648 0.060370005042982594 0.005142042011023475 0.1260444066992429 0.15468057421081935 0.00444262882519614 0.11069692692957289 0.1922570705490799 0.0011808036653483014 0.4515220139271338 0.12661047902350753 0.15669082229025297 0.04601232424533102 0.04059379729626292 0.1552165252150789 0.6316875878975883 1.2634553592909705
65,67,Impolite,Tweet,@mtailor 20% Better Than a Tailor? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit?,0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333,0.15999999999999998 -0.08499999999999999 -0.07 -0.03 0.0 -0.060000000000000005 0.16 0.11 -0.06 -0.01 -0.03 -0.11 -0.10500000000000001 -0.05000000000000001 -0.025 0.06 0.18 -0.28 -0.03 0.04 -0.019999999999999997 -0.20400000000000001,Impolite,0.05,nan 30.14212465286255 8.24315357208252 4.808116436004639 4.160850524902344 11.31382131576538 8.661263465881348 9.169042348861694 4.827354907989502 3.562709331512451 2.6826653480529785 13.805270671844482 18.507873058319092 11.29345965385437 11.69914436340332 5.031486988067627 6.077028274536133 3.0557358264923096 3.3384499549865723 3.92977237701416 10.534153699874878 18.089444398880005,0.39450041434534894 0.23797751132594652 3.259727050295911e-05 0.01600869126758983 0.009760480970568313 1.048489780578784 0.15696667880454976 0.004280309324159686 0.0043225650126474235 0.03462397907873548 0.03178213307760498 0.026386765009422164 0.23757659868062636 1.161396133342183 0.025176112531424925 0.009617412705597688 0.01672896886122033 0.4460380128449212 0.20847177887955443 0.040223961649422935 1.6183924838197021 0.3024834246434323
66,68,Impolite,SE,-1: For not specifying what is to be done later with the data. If you claim the question is open-ended (interview and all) then why accept an answer?,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.0 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.3333 0.0 0.0 0.3333 0.3333,0.05333333333333332 -0.01 -0.05 0.16 -0.010000000000000002 0.0 0.03 -0.02 -0.2 -0.16 -0.26 0.07 -0.17500000000000002 -0.14 0.16 0.11 0.01 0.03 -0.1 0.0 -0.175 0.0 -0.095 -0.04 0.33 -0.19 -0.38 -0.09,Impolite,0.06,nan 7.028246879577637 7.689874172210693 7.356202125549316 5.612585067749023 2.1945741176605225 2.3971712589263916 0.1260136067867279 1.0282007455825806 8.260022163391113 5.047244071960449 1.094975471496582 6.1401755809783936 4.380419731140137 1.7899389266967773 9.269975662231445 2.805507183074951 8.001608848571777 0.9447109699249268 6.1527597932145 11.71777868270874 9.129071712493896 6.868767023086548 1.4000662565231323 5.445883750915527 8.691999435424805 3.1130194664001465 4.879278779029846,0.0317201267623423 0.0003854309881703751 0.00033822033370247074 0.0013303750287401784 0.0031730976232289126 0.052432041265346604 0.06815142577013251 0.8974209773652606 0.3299760509611987 0.00014867943688080335 0.005425737739246796 0.6310699290487956 0.22657202303043977 0.010889724944259535 0.27867969591018454 0.00011446608267856892 0.04841553237032803 0.00030159032537924353 0.6371255162765697 1.3944448058314607 0.8034215051475666 0.002459075039369467 0.2367711828317745 0.39784087706934496 0.10551007848133585 4.282416550964949e-05 0.03670604219525447 0.9113743814051513
67,69,Impolite,Tweet,@Ginoceno Great prediction bro! Nice optimism #FAKEFAN,0.0 0.3333 0.3333 0.0 0.0 0.0 -0.6667,0.135 0.14333333333333334 0.65 -0.155 0.31 0.43 0.10999999999999999,Polite,0.93,nan 36.6931095123291 9.832294464111328 10.093553066253662 5.074367523193359 11.504716873168945 26.36886429786682,0.0036103500107161107 0.00013502197702464525 1.5073550086147534e-05 0.16961775055867412 0.0038773412696964087 4.271130549829405e-06 0.4667106013923298
68,70,Impolite,SE,<person> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?,0.0 -0.3333 -0.3333 -0.3333 -0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333,-0.12000000000000002 0.07 0.06 0.09 -0.05 0.08 -0.2 -0.14 0.02 -0.06 0.11 -0.19 0.03 -0.23 -0.22 0.04 0.01 -0.13 -0.19 -0.01 -0.2 -0.35 -0.06 -0.11000000000000001 0.08 0.05 0.05 -0.1 -0.15 -0.08 0.0 -0.44000000000000006 -0.33 -0.47000000000000003,Impolite,0.02,nan 5.186178207397461 5.906335830688477 2.888278007507324 7.064288139343262 7.039925575256348 5.493354797363281 1.187283992767334 3.4364209175109863 2.306274175643921 7.321491241455078 8.937313079833984 0.9495133757591248 7.737349510192871 9.122479438781738 4.559845924377441 10.13990306854248 13.038375854492188 4.26656436920166 2.8508260250091553 7.16945743560791 0.012258781120181084 4.464241027832031 4.880929231643677 3.0391252040863037 5.207836151123047 1.04845130443573 3.9923033714294434 3.098881244659424 0.08214327692985535 5.900041103363037 22.273879051208496 5.165773391723633 5.033784985542297,0.0010339025556391568 0.012793040076018902 0.0024440189109454567 0.03406901700300768 0.0005780287211242767 0.00042032064394210067 0.0005174596535596776 0.33598236685306787 0.023106710634139487 0.10667376790105919 0.0008298206208405711 7.434753794483612e-05 0.4796348949648725 0.0009778616109870973 0.0008422404621434737 0.1734202568409543 0.0001147032728768741 0.0007925216769251287 0.013793111198079824 0.09717856660599695 0.14410414667789886 0.9828509401734608 0.012912234580303935 0.7219666099998104 0.20804199929008096 0.01896072773962977 0.42131496062743046 0.2551747689882824 0.1423800625484604 0.9727533094154024 0.0035541725482218637 0.21612085603386108 0.004046002185797807 0.458499729012199
69,71,Impolite,SE,"Am I indeed ""dishonest"" by responding to you?  Is <url>  correct?",-0.3333 -0.3333 -0.3333 0.0 0.0 0.0 0.0 0.0 -0.3333 0.0 -0.3333,-0.05 0.22 0.05 0.033999999999999996 -0.17 -0.07 -0.16 -0.25 0.13 -0.1475 -0.46,Impolite,0.02,nan 4.649903297424316 9.997764587402344 16.07162767648697 3.9908666610717773 7.744283676147461 0.41767415404319763 12.330466628074646 3.8708043098449707 29.405869007110596 7.991716504096985,0 0.11256608585328888 2.249936435594167e-05 0.0002589074230818496 1.3766259910188725 0.0002689720734292113 0.5424371081311808 0.2903402973100603 0.009797333717168146 0.31811489773575524 0.509514674115131
70,72,Impolite,Tweet,@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime.,0.0 -0.6667 -0.6667 -0.6667 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333,0.10250000000000001 0.25 -0.63 0.11499999999999999 0.05 0.1 0.015 -0.005 0.05333333333333334 -0.01 -0.01 -0.15 0.08 -0.06 0.01 0.02 0.1 -0.26 -0.025,Impolite,0.03,nan 7.331080436706543 0.6423673033714294 6.129828989505768 9.456098556518555 7.2508885860443115 9.692779541015625 0.9189578294754028 4.679278939962387 7.72273588180542 5.734291076660156 2.9235763549804688 5.615549087524414 2.9119536876678467 4.289524555206299 2.0478391647338867 5.6360764503479 3.373253345489502 12.441371023654938,0.04789014158756604 5.608186834966572e-05 0.6622731134779771 0.6658633999714181 0.12771046794267468 0.0031860894242917276 0.712701404476878 0.6130612374957015 0.9500164610085173 0.00013399996757379449 0.005962110797205456 0.35579921857525126 0.11245299127464717 0.09713545804033641 0.006845493680856584 0.14252252807702814 0.24969747347237553 0.07798400012004399 0.5205647520937209
71,73,Impolite,SE,"How about this for a novel solution?  The next time a banned editor posts something to your page, why not delete it yourself with an edit summary of ""Sorry, I'm topic-banned from discussing this""?",0.3333 0.3333 0.3333 0.0 0.0 -0.3333 -0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-0.14 0.16 0.1 0.01 -0.02 0.0 -0.053333333333333344 0.03 0.12 0.03 -0.28 -0.15 0.17 -0.1 0.01 0.09 0.11 -0.19 -0.14 -0.17 0.06 -0.105 -0.01 -0.12 -0.05 -0.08 -0.01 0.18 -0.03666666666666667 0.05333333333333334 -0.19000000000000003 -0.27 -0.28 -0.17,Impolite,0.03,nan 5.15390157699585 3.1228220462799072 2.1537857055664062 0.7027264833450317 6.237556457519531 11.47093814611435 3.1232481002807617 5.230622291564941 1.1986457109451294 2.9238955974578857 11.834609031677246 8.815909385681152 4.539820671081543 2.4785544872283936 3.269709348678589 3.7445948123931885 5.710902035236359 4.964109420776367 0.3375203013420105 4.244205474853516 0.4345352053642273 4.064871311187744 4.624296188354492 3.5508341789245605 3.673593521118164 4.179110050201416 3.652094841003418 10.526772141456604 3.7422170639038086 17.968190133571625 1.1806684595067054 4.7150726318359375 7.67548930644989,0 0.009358224468715759 0.06102731671793164 0.06559839826646018 0.527018535148231 0.006051337239747479 0.3264804258057844 0.004980133903769156 0.013618519290405811 0.8668351228580904 0.06501664272087547 9.380926742372782e-06 0.00038946911101340505 0.013262881634485748 0.12310680094482193 0.10910473353089757 0.21085706333808646 0.832941312415368 0.010688498737099705 0.7680654715914196 0.02401338249690136 0.4753350144363007 0.03152960289555622 0.0032530053072442997 0.03399135674724437 0.5098211505317877 0.705657779920312 0.1012317536600842 1.4891368911844134 0.2610496010948036 2.124351381990597 0.6296822826872939 0.2317351394002345 0.6345111468288249
72,74,Impolite,SE,"Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?",-0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 0.0 0.0 -0.3333 0.0,-0.125 0.04 0.17 0.08 0.21 0.06 -0.055 0.05 0.16 -0.09 0.04 0.07 0.29 -0.05 0.02 0.4 -0.08 -0.06 -0.03 -0.018 -0.125 -0.05 0.06666666666666667 0.05 -0.05333333333333332 -0.039999999999999994,Impolite,0.05,nan 3.7695374488830566 10.47813606262207 4.495860576629639 2.89625883102417 1.5616998672485352 2.703506350517273 3.6164729595184326 9.689001083374023 7.716670989990234 6.609477996826172 3.400810718536377 5.742374420166016 0.6899024248123169 2.825796365737915 2.440417528152466 3.444767475128174 2.7131845951080322 3.3339600563049316 16.67664361000061 0.7736789137125015 4.468284249305725 5.043105959892273 3.5699691772460938 13.289894547313452 3.7104890942573547,0.4074798481160437 0.01332459104777092 1.862436291853353e-05 0.015642235801841438 0.010700497962989648 0.2802303038897791 1.0854061845927307 0.012212988040953027 6.301038524496728e-05 0.002450632805051315 0.0023586590985493964 0.07019452236383446 0.27922973864349737 0.3696604120704353 0.08773861224880954 0.6787034445961355 0.060658227341839996 0.10114697721467952 0.16502782218387171 0.0007851804452787581 3.6154930711833804 0.3373535967691821 0.062440127290980516 0.023652976871981857 0.00024012114287322103 2.8984180303814733
73,75,Impolite,SE,I based my sentence on the citation. Are you saying the citation is wrong?,0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 0.0 -0.3333 -0.3333 -0.6667,0.24 -0.23 0.51 0.3 -0.15 -0.03 -0.03 -0.1 0.24 0.24 -0.1 -0.04 -0.49 -0.155,Impolite,0.05,nan 10.077775955200195 0.9602173566818237 8.266502380371094 0.38034868240356445 0.9081219434738159 12.05998969078064 8.133146286010742 0.4363870322704315 2.122211217880249 2.7170791625976562 2.556166410446167 1.0252324342727661 2.5160330533981323,0 2.0470105590490655e-05 0.006109569295610908 8.085533400738818e-05 0.46466384444314063 0.451555874832557 0.06630916833785122 0.00046361286345524406 0.5179267272051618 0.2038083882124585 0.09023740033425746 0.601301263294513 0.6194685536852134 1.5424060025436686
74,77,Impolite,SE,"Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to ""re-convert"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`? ",0.0 0.0 -0.6667 0.0 0.0 -0.3333 -0.3333 -0.3333 0.0 0.0 0.0 0.0 -0.3333 -0.6667 -1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.6667 -0.6667 -0.6667 -0.6667 -0.6667 -0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 0.0 0.0 0.0 0.0 -0.3333 0.0 0.0,-0.4 0.08 0.22 0.03 0.07 -0.01 0.5 -0.17 -0.036 -0.06 -0.04 0.06 -0.01 0.1 -0.49 -0.04 0.13 0.04 -0.1 -0.02 -0.004000000000000001 -0.03 -0.02 -0.01 0.02 -0.11 -0.04 0.04 0.08 -0.095 0.24 -0.1 0.0 0.02 0.02 0.02 -0.02 -0.020000000000000004 0.05 -0.01 0.02 0.01 0.1 0.01 0.0025 0.08 -0.01 0.03 -0.03 -0.05 -0.07 -0.013333333333333334 -0.02 0.02 0.03 -0.06 -0.011666666666666667,Impolite,0.04,nan 8.615689516067505 11.556621551513672 20.353701006621122 5.427469253540039 5.176215648651123 5.2838921546936035 3.1721975803375244 14.723396480083466 1.429387092590332 3.9240975379943848 2.5954132080078125 1.6016889810562134 10.295166015625 10.907038688659668 3.2979936599731445 1.7133487462997437 8.579093933105469 1.4647091627120972 0.016891656443476677 15.569241164950654 3.393984317779541 6.5057477951049805 2.2775559425354004 1.7284908294677734 10.657442092895508 0.5203195214271545 2.916508436203003 0.19884756207466125 0.2992896633222699 5.411434650421143 2.5906569957733154 1.0248440504074097 6.57441520690918 2.62956166267395 4.494358539581299 0.8538895845413208 16.369372457265854 1.769888997077942 3.4426016807556152 5.0875139236450195 1.7321912050247192 8.579970359802246 2.417539119720459 5.7635225023841485 2.516568660736084 0.991717517375946 3.0800023078918457 1.1950109004974365 3.387810230255127 3.4331488609313965 11.974181801080704 5.541627883911133 2.735185384750366 5.866753101348877 2.0384907722473145 11.177480436861515,0.007805235129281675 0.06617781454010623 5.473129415007099e-06 0.0012353104054964115 1.5057029299710203 0.007923042443617018 0.02488767196306058 0.399911806473714 0.08661922416508228 3.5536942286488697 0.012169696629810696 0.016701178386215158 0.09742507090178698 6.915011014549594e-06 1.6255796582925432e-05 0.5238585363012501 0.3113362379067461 0.00013290885040405137 0.4807894204783533 0.986428527230711 2.079050140850371 0.6935015251657755 0.4847025864295028 0.05314251563542887 0.5149691670069972 0.007569059194769976 0.5047946984946303 0.028259248342766292 0.9891885316129397 1.803123851766552 0.0038772951296098313 0.11114870383982772 0.5941261787736657 0.0005583380246780886 0.1722979902094557 0.8089808203935858 0.7035249271544944 0.004218485928620192 2.9492351806252777 0.036178418932909615 0.008891780218086818 0.10469472965041403 0.037695306058952285 0.03701808877473475 0.30430989662963276 2.993985630327452 0.7318648011222576 0.44943580477862083 0.673325924859121 0.23155623944318615 0.19260334734353604 0.021015040149722424 0.932383586550471 0.03252965318315221 0.48334216499457305 0.08824870124919729 5.0024909820504115
75,78,Impolite,SE,What is the actual question? And have you considered using punctuation?,0.0 0.0 0.0 -0.3333 -0.3333 0.0 0.0 0.0 -0.6667 -0.3333 -0.6667,-0.23 -0.22 0.03 -0.17 -0.44999999999999996 -0.22 -0.31 -0.18 -0.37 -0.45 -0.8,Impolite,0.03,nan 2.0864806175231934 1.3663396835327148 6.521939277648926 7.531723141670227 4.644509792327881 6.301334857940674 0.589240550994873 3.258876085281372 4.639155387878418 12.366344425827265,0 0.1766146214627012 0.3512171450265597 0.0007283581984042282 0.7382598123425249 2.6069747904810634e-05 0.004201098669184047 0.9812211123128959 0.06203850737735832 0.11425007417201787 1.651202415860621
76,79,Impolite,Tweet,@AaronGoodwin your just a big kid at heart arnt you sweetie pie,,,,0,nan 19.94329458475113 6.692692756652832 1.8009343147277832 4.697946548461914 5.1983642578125 5.07742977142334 0.14265121519565582 9.776634216308594 8.350602358579636 7.945579528808594 10.275716781616211,0.8313042242110162 0.0002635206038659802 0.0021213258178332576 0.26040639775445884 0.025839550389661906 0.005038612159486816 0.07030934912724639 0.986066789346164 0.8653347043811691 0.6464956818923712 0.6935941388615621 0.014827258525028832
77,80,Impolite,Tweet,ughh they need to hurry up im hungry and I got a headache!,,,,0,nan 12.103858947753906 5.312382698059082 0.7009670734405518 6.67401123046875 0.7136358022689819 10.167121887207031 6.459785461425781 2.6020870208740234 3.9486968517303467 4.491298675537109 1.6708712577819824 9.01159381866455,0.0005314980654403979 0.0014328210726565831 0.010240492139782608 0.7084142907493818 0.03756625894298893 0.6842624062911971 0.00016600543984401355 0.016363494015187656 0.045895738929725614 0.026891210311216735 0.0070944705083447355 0.1394284238608457 0.10594838631483552
78,81,Impolite,Tweet,"@kevskiezzz But dw, only 2 days of you bullying me than you're going chiefly. BYE KEVIN! gonna miss you at some point.",,,,0,nan 39.333168268203735 15.924262523651123 6.7499003410339355 4.310399055480957 3.7548446655273438 3.7670369148254395 6.437807559967041 10.72407341003418 1.1464844942092896 8.75566577911377 4.847783803939819 1.7013025283813477 24.1060848236084 10.766383171081543 12.41628223657608 11.274155616760254 3.795781135559082 0.6325719356536865 5.578313827514648 4.5845232009887695 1.4847629964351654,0.03132636461138419 0.3317539310636412 0.294117021388101 0.0006168057582959859 0.03403105802511822 0.029022897255503593 0.02077948036750091 0.0004183642890814246 0.00016848059129484172 0.5280647342736393 0.00013361674070948434 0.32345781688175257 0.12722940288906756 0.06407000342557559 0.82380945977624 1.009610045081133 2.6923312795635008e-05 0.8573744797129863 0.3956432332270082 0.0026085441766305908 0.0015000857587623869 0.7990752177646427
79,82,Impolite,Tweet,Dear #neighbors. Please shut up! We are trying to #study here. Thank you. #loud,,,,0,nan 23.298380374908447 3.4733333587646484 7.786050796508789 7.140689134597778 3.575563430786133 1.9155333042144775 4.400083541870117 0.14226384460926056 14.524338722229004 6.847207427024841 5.077017307281494 1.2048055529594421 11.538075804710388,0 0.42819120031279184 0.063258536250414 0.0005930220356765725 0.11493103843571699 0.07474604334139315 0.15030620484622223 0.45569251779202163 0.9904730734685205 0.2064820567567129 0.36742432366895444 0.022904291138861898 1.2767797258673734 0.9961491505026703
80,83,Impolite,Tweet,@swatatat pls don mind me using ur tweets repeatedly..me bored like hell with travel from last 7hrs..!!,,,,0,nan 35.04429507255554 4.261765539646149 14.275250434875488 2.1241939067840576 4.724465847015381 3.131646156311035 7.2912468910217285 22.781554222106934 9.3143310546875 5.3422441482543945 3.165524959564209 3.9283149242401123 10.606206893920898 5.889668941497803 7.243220329284668 18.872593343257904,0.0019415701257783713 0.07400753690192965 0.02188265423623051 2.882392152712791e-06 0.13546135260131908 0.001428420486608213 0.4563811789058447 0.005689967742593215 0.07112162718959475 0.00046767343222943084 0.0040146042673110905 0.2999484057349032 0.0016402874141015667 1.8656928117971477e-05 0.0023033976660338375 0.03195153677312474 1.34598180908879
81,84,Impolite,Tweet,"@SteveBakerHW When it comes to CREDIBLE scare stories George Osbourne is crap, still at it I see.",0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.0 0.0 0.0 0.0 0.0 0.0,0.020000000000000018 0.16999999999999998 -0.01 -0.02 -0.07 -0.1 0.12 -0.24 0.09 -0.02 -0.05 -0.8300000000000001 0.3 0.05 -0.23 0.11 -0.4,Impolite,0.04,nan 30.655810594558716 3.0794572830200195 0.2665505111217499 0.04962468892335892 10.595521926879883 21.726168155670166 2.676032304763794 11.853073120117188 8.45305061340332 3.58780574798584 13.202290058135986 8.233516693115234 5.620884895324707 1.1142734289169312 6.47208309173584 5.965758204460144,0.9869389491673534 0.00026519079762752436 0.02413482646682861 0.5651243972195552 0.9559104039885004 0.06532001812886475 8.882379341447442e-05 0.3932738855678167 2.446333952425661e-06 0.9198048566614786 0.4384715059548227 0.02829640670599914 0.00015633569057419902 0.0022707827117108307 0.4331318040305127 0.004560142527106004 1.1923608237856567
82,85,Impolite,SE,So... you want to implement an exclusive decision tree without using if/elif? Why???,-0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 0.0 -0.3333 -0.6667,-0.67 0.04 0.02 0.11 -0.2 -0.04 -0.24 -0.2 0.03 -0.34 -0.44 -0.55 -1.09,Impolite,0.02,nan 4.246894836425781 3.1581530570983887 0.5574376583099365 9.136847496032715 3.4109368324279785 7.8088884353637695 9.697996139526367 2.6359939575195312 5.824015140533447 3.2137794494628906 16.28581709600985 11.9737548828125,0.0006851920459117723 0.019433692353759163 0.08801405159808677 0.6620739780290634 0.0014676731844077394 0.06195025219320108 0.00013374841803952186 9.27006568182084e-05 0.09268345512085872 0.0028312935130594768 0.11268499588829438 1.4196948710201789 0.007733160892842942
83,86,Impolite,Tweet,@Uber very disappointing that support has not responded to my email!! #bad #uber #service,0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.6667 -0.3333 -0.6667,0.7000000000000001 0.04 0.26 0.16 -0.32 -0.03 -0.14 -0.04 -0.03 0.22 -0.22 0.15000000000000002 -0.020000000000000018 -0.09999999999999998,Impolite,0.17,nan 10.183326721191406 7.342350959777832 2.270994186401367 8.762929916381836 2.921053409576416 2.2888615131378174 6.002667427062988 0.5986952185630798 1.2719835042953491 11.022562503814697 10.165545225143433 6.814254283905029 7.6014604568481445,9.721887082825265e-08 8.99427764560952e-06 0.021980631494617806 0.08720568109651433 0.0006252381129891396 0.08528900762686724 0.26871122204935144 0.178469778539251 0.7216495469255869 0.37801133388095676 0.0631009120557028 0.035218506911629116 0.07701525234915133 0.1581555888300068
84,87,Impolite,Tweet,@freemanstanzan2 you're a cowan... that means you're a slimebag. I wouldn't trust you as far as I could throw you. #arsehole @StuartHarker1,0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -1.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.6667 0.0,-0.30000000000000004 -0.019999999999999976 0.06 -0.19 -0.01 -0.06 -0.030000000000000006 0.04 -0.11 0.13 0.05 0.04 0.05 -0.06 0.03 -0.03 0.08 -0.08 0.01 0.05 -0.13 -0.31000000000000005,Impolite,0.08,nan 11.444447755813599 2.2647459506988525 19.515024185180664 5.368354320526123 3.413947105407715 1.6003897190093994 1.352931261062622 14.825368046760559 3.697242259979248 5.436903420835733 3.2862961292266846 0.5995506644248962 4.219376087188721 4.368466854095459 0.0428982749581337 0.5893263816833496 1.074769377708435 0.033030297607183456 0.9804928302764893 18.490268230438232 36.7142653465271,0.012223825249827956 0.06409482380503936 0.09466443535125924 0.0031386652350313547 0.005427512788354757 0.02952358628528123 1.0204489290950582 0.3863021282522775 0.15003762206680024 0.008053579725482634 1.022752305671487 0.22527380623963286 0.8687389340225774 0.3413439360113405 0.906324849202821 0.9888404370896063 0.927941358002754 0.7930602681864823 0.9230131532861 1.437793402426896 0.7991644239509317 0.44221784174945344
85,88,Impolite,SE,"No, I have not read it, as it is of no interest to me or this encyclopedia. Are you claiming that the references make the blog post a reliable source, or why are we still discussing this?",0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333,-0.42 0.18 -0.06 -0.26 -0.04 -0.03 -0.17 0.0 -0.06 -0.04 -0.02 -0.05 0.0 0.03 -0.12 0.03 -0.26 0.02 0.07 -0.12 -0.05 0.13 -0.02 -0.36 0.06 -0.09 0.03 -0.04 0.05 -0.27 -0.09 -0.01 -0.24 -0.04 -0.26 -0.37 -0.54,Impolite,0.02,nan 1.773924469947815 3.656545639038086 1.738652229309082 4.0072479248046875 3.9184086322784424 5.086996078491211 2.3469598293304443 0.9620472192764282 5.8217620849609375 1.8477734327316284 1.1803826093673706 0.11810574680566788 0.19394944608211517 4.816257476806641 5.9770636558532715 9.663277268409729 6.533530235290527 0.3325332999229431 4.920825004577637 0.4845746159553528 1.9551029205322266 7.557015419006348 6.877649307250977 2.575039863586426 8.64118766784668 1.5771363973617554 2.885362386703491 5.633295059204102 2.7705552875995636 0.8347636461257935 8.079629898071289 2.2585079669952393 5.447178840637207 3.651447296142578 1.4644699096679688 1.8698158860206604,0.11830644847188432 0.15938073171725747 0.03438295952433784 0.43569412064232177 0.011764638311844832 0.276771854193874 0.00281008372698586 0.1878359882204387 0.47409647227013874 0.0015425902422596066 0.5156099036971736 0.6957715536781967 0.9295764004369859 0.9797263480451159 0.0018782552341547495 0.006356137483722439 0.7867209917051695 0.00017286752642598033 0.7679312024425009 0.004691541840082176 0.6926431344028956 0.15154266144142467 0.0002652350881888869 0.0023960086225700413 0.20532493621700615 0.00012466704680307166 0.218672085010876 0.20542168758245277 0.7578271148704165 0.9947595819287631 0.6617361946327377 0.0008570296864512423 0.4018519105294038 0.002004460363171786 0.00265140391505887 0.7753240561933785 1.6113474798610041
