id,Label,Type,Text,Comprehension,Captum,Hummingbird scores,Dwell 0-mean,FFD 0-mean,FRD 0-mean,Subtractive DT,Subtractive FFD,Subtractive FRD,Captum,Captum Converted,,Judgment,Confidence
72,Impolite,Tweet,@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime.,The author of the tweet is respectful.,,0.0 -0.6667 -0.6667 -0.6667 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333,,,, 0.0 0.0 0.0 6.31 0.0 1.68 0.0 0.0 1.04 0.0 1.54 0.0 0.0 0.0 4.64 0.0 0.0 4.32 1.3, 0.0 0.0 0.0 4.43 0.0 1.1 0.0 4.33 0.0 0.0 2.09 0.0 0.0 0.54 1.01 0.0 0.0 0.0 0.75, 0.0 0.0 0.0 4.31 0.0 0.77 0.0 3.19 0.0 0.0 1.63 0.0 0.0 0.21 1.37 0.0 0.0 0.0 0.34,0.00 0.02 0.56 -0.02 -0.15 0.25 -0.63 -0.01 0.24 0.05 0.10 -0.01 0.04 0.00 -0.01 0.07 -0.02 0.11 -0.01 -0.01 -0.15 0.08 -0.06 0.01 0.02 0.10 -0.26 -0.08 0.03 0.00,0.10250000000000001 0.25 -0.63 0.11499999999999999 0.05 0.1 0.015 -0.005 0.05333333333333334 -0.01 -0.01 -0.15 0.08 -0.06 0.01 0.02 0.1 -0.26 -0.025,,Impolite,0.03
73,Impolite,SE,"How about this for a novel solution?  The next time a banned editor posts something to your page, why not delete it yourself with an edit summary of ""Sorry, I'm topic-banned from discussing this""?",NO_QUESTION,,0.3333 0.3333 0.3333 0.0 0.0 -0.3333 -0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3333 0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0, 0.0 172.26 983.26 532.71 0.0 944.64 403.98 0.0 1034.75 1794.26 0.0 1305.08 3892.55 1240.72 2025.97 1961.6 1176.35 1549.67 0.0 2759.73 378.23 0.0 159.39 1781.38 0.0 2631.0 1214.97 0.0 1163.48 0.0 944.64 2283.43 2244.81 0.0, 0 0.0 175.68 20.93 0 287.36 0.0 0 213.11 415.43 0 318.36 893.88 390.82 479.35 499.82 490.29 345.39 0 620.46 0.0 0 0.0 406.32 0 690.39 297.61 0 243.18 0 187.36 579.5 704.18 0, 0 28.79 355.33 133.47 0 461.26 73.23 0 400.43 715.87 0 545.94 1506.86 608.82 814.31 825.19 698.7 609.41 0 1064.71 61.18 0 0.0 704.85 0 1115.46 511.77 0 449.67 0 361.26 952.8 1156.73 0, 1.09 0.0 3.2 3.05 0.0 0.0 0.0 0.0 0.0 4.23 2.68 0.0 4.03 0.0 4.21 0.17 0.0 2.24 3.14 0.0 2.39 3.09 4.07 5.45 0.0 0.0 5.34 0.0 0.0 0.0 4.17 3.62 0.0 0.86, 0 0.0 2.61 2.24 0.0 0.0 0.0 2.7 0.0 2.39 0 2.36 1.03 0.0 2.98 0.85 0.0 2.72 0 0.0 3.21 0 1.24 0 0.0 0.0 4.33 0.0 0.0 0.0 3.67 3.21 0.0 0.1, 0 0.0 2.45 2.5 0.0 0.0 0.0 3.96 0.0 2.26 0 1.3 0.92 0.0 3.14 0.68 0.0 3.26 0 0.0 3.54 0 1.33 0 0.0 0.0 3.72 0.0 0.0 0.0 3.67 2.59 0.0 0.0,0.00 -0.14 0.16 0.10 0.01 -0.02 0.00 -0.17 -0.04 0.05 0.03 0.12 0.03 -0.28 -0.15 0.17 -0.10 0.01 0.09 0.11 -0.19 -0.14 -0.17 0.06 -0.15 -0.06 -0.01 -0.12 -0.05 -0.08 -0.01 0.18 -0.09 0.06 -0.08 0.12 -0.01 0.05 -0.03 -0.01 -0.53 -0.27 -0.28 -0.20 -0.21 -0.10 0.00,-0.14 0.16 0.1 0.01 -0.02 0.0 -0.053333333333333344 0.03 0.12 0.03 -0.28 -0.15 0.17 -0.1 0.01 0.09 0.11 -0.19 -0.14 -0.17 0.06 -0.105 -0.01 -0.12 -0.05 -0.08 -0.01 0.18 -0.03666666666666667 0.05333333333333334 -0.19000000000000003 -0.27 -0.28 -0.17,,Impolite,0.03
74,Impolite,SE,"Apparently, you correctly answered your own question: The watch window gets the value of a variable by calling its `ToString` method. So, what's your *actual* question?",NO_QUESTION,,-0.3333 0.3333 0.3333 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 0.0 0.0 -0.3333 0.0, 2091.63 0.0 2297.6 252.48 0.0 548.56 2155.99 1422.24 2112.62 883.25 1050.6 2812.51 1093.97 670.85 0.0 2284.72 0.0 1002.41 0.0 4331.52 1550.96 0.0 2638.73 0.0 3333.87 1060.34, 488.84 0 539.55 146.72 0 291.65 521.37 279.77 1209.66 431.21 522.0 723.33 248.04 279.68 0 632.94 0 440.04 0 992.97 306.84 0 656.89 0 770.17 477.0, 944.74 0 909.63 255.42 0 488.55 870.36 519.47 1971.5 727.82 868.46 1170.11 438.84 513.02 0 1001.11 0 760.87 0 1840.5 565.71 0 1077.78 0 1366.1 815.09, 0.0 0.0 0.0 0.0 0.0 0.0 4.27 4.51 0.0 0.0 0.99 2.01 0.0 0.0 0.0 0.0 0.0 0.0 0.63 0.0 0.0 0.0 0.0 0.0 0.0 0.0, 0.0 0 0.0 0.0 0 0.0 1.83 2.73 0.0 0.0 2.97 0.87 0.0 0.0 0.0 0.0 2.09 0.19 5.83 0.0 0.0 0.0 0.0 2.35 0.0 0.0, 0.0 0 0.0 0.0 0 0.0 1.89 2.62 0.0 0.0 2.55 0.76 0.0 0.0 0.0 0.0 1.7 0.18 5.21 0.0 0.0 0.0 0.0 3.03 0.0 0.0,0.00 -0.13 -0.12 0.04 0.17 0.08 0.21 0.06 -0.13 0.02 0.05 0.16 -0.09 0.04 0.07 0.29 -0.05 0.02 0.40 -0.08 -0.06 -0.03 0.03 0.10 -0.01 -0.04 -0.17 -0.08 -0.17 -0.02 -0.08 0.14 0.02 0.04 0.05 0.23 -0.58 0.19 -0.18 0.10 0.00,-0.125 0.04 0.17 0.08 0.21 0.06 -0.055 0.05 0.16 -0.09 0.04 0.07 0.29 -0.05 0.02 0.4 -0.08 -0.06 -0.03 -0.018 -0.125 -0.05 0.06666666666666667 0.05 -0.05333333333333332 -0.039999999999999994,,Impolite,0.05
75,Impolite,SE,I based my sentence on the citation. Are you saying the citation is wrong?,NO_QUESTION,,0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 0.0 -0.3333 -0.3333 -0.6667, 0.0 3109.89 0.0 1616.63 0.0 0.0 2208.78 0.0 2260.27 960.1 0.0 5324.04 0.0 0.0, 0 768.25 0 385.82 0 0 598.75 0 522.18 107.36 0 1234.66 0 0, 0 1456.98 0 649.14 0 0 950.26 0 881.36 272.89 0 2315.19 0 0, 0.0 2.73 0.0 0.0 0.15 0.0 0.73 0.0 0.0 0.0 0.0 0.93 0.0 0.0, 0 2.49 0 0.0 0.0 0.0 0.06 0 0.0 0.0 0 0.27 0 0.0, 0 3.31 0 0.0 0.0 0.0 0.24 0 0.0 0.0 0 2.1 0 0.0,0.00 0.24 -0.23 0.51 0.30 -0.15 -0.03 0.13 -0.19 -0.10 0.24 0.24 -0.10 -0.04 -0.49 0.00 -0.31 0.00,0.24 -0.23 0.51 0.3 -0.15 -0.03 -0.03 -0.1 0.24 0.24 -0.1 -0.04 -0.49 -0.155,,Impolite,0.05
77,Impolite,SE,"Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to ""re-convert"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`? ",The author of the post respects the person being addressed,,0.0 0.0 -0.6667 0.0 0.0 -0.3333 -0.3333 -0.3333 0.0 0.0 0.0 0.0 -0.3333 -0.6667 -1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.6667 -0.6667 -0.6667 -0.6667 -0.6667 -0.6667 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 0.0 0.0 0.0 0.0 -0.3333 0.0 0.0,,,, 7.35 5.41 0.0 0.0 0.0 7.78 0.0 5.73 0.0 0.0 1.53 0.0 10.13 0.26 0.0 0.0 0.0 2.83 0.0 1.5 0.0 0.0 0.0 4.14 0.0 0.25 0.0 0.0 0.0 0.0 4.22 0.0 0.0 0.06 0.41 0.0 7.07 0.0 0.0 5.3 0.0 3.32 0.0 0.0 4.61 3.21 4.82 3.44 6.87 0.0 11.76 2.44 0.0 0.0 5.64 0.0 11.32, 3.15 2.36 0.53 0.0 0 4.4 0.0 1.63 0.0 0 2.22 0 7.93 0.0 0.0 0 0 2.92 0 0.0 0 0.0 0 0.55 0 0.0 0 0 0 0 0.86 0.0 0 0.0 0.0 0 1.37 0.0 0 2.87 0 0.39 0.0 0 1.61 0.0 2.58 1.3 1.54 0 4.2 0.82 0.0 0 0.24 0 11.74, 2.99 2.21 0.0 0.0 0 3.59 0.0 1.93 0.0 0 1.19 0 9.02 0.0 0.0 0 0 2.27 0 0.0 0 0.0 0 0.51 0 0.0 0 0 0 0 0.98 0.0 0 0.0 0.0 0 1.58 0.0 0 2.33 0 0.48 0.0 0 1.19 0.0 2.58 1.0 1.47 0 3.8 0.13 0.0 0 1.56 0 11.62,0.00 -0.40 0.08 0.22 -0.02 0.03 0.01 0.10 0.07 -0.01 0.50 -0.17 0.00 0.04 -0.05 -0.09 -0.08 -0.06 -0.04 0.06 -0.01 0.10 -0.49 -0.04 0.13 0.04 -0.10 -0.02 0.06 -0.05 -0.01 -0.03 0.01 -0.03 -0.02 -0.01 0.02 -0.11 -0.04 0.04 0.08 -0.06 -0.13 0.24 -0.10 -0.00 0.02 0.02 0.02 -0.02 -0.02 -0.05 -0.02 -0.02 0.01 0.05 -0.01 0.02 0.01 0.10 0.01 -0.02 0.02 -0.00 0.01 0.08 -0.01 0.03 -0.03 -0.05 -0.07 -0.04 0.03 -0.03 -0.02 0.02 0.03 -0.06 0.04 0.03 -0.04 -0.10 0.07 -0.07 0.00,-0.4 0.08 0.22 0.03 0.07 -0.01 0.5 -0.17 -0.036 -0.06 -0.04 0.06 -0.01 0.1 -0.49 -0.04 0.13 0.04 -0.1 -0.02 -0.004000000000000001 -0.03 -0.02 -0.01 0.02 -0.11 -0.04 0.04 0.08 -0.095 0.24 -0.1 0.0 0.02 0.02 0.02 -0.02 -0.020000000000000004 0.05 -0.01 0.02 0.01 0.1 0.01 0.0025 0.08 -0.01 0.03 -0.03 -0.05 -0.07 -0.013333333333333334 -0.02 0.02 0.03 -0.06 -0.011666666666666667,,Impolite,0.04
78,Impolite,SE,What is the actual question? And have you considered using punctuation?,NO_QUESTION,,0.0 0.0 0.0 -0.3333 -0.3333 0.0 0.0 0.0 -0.6667 -0.3333 -0.6667,,,,,,,0.00 -0.23 -0.22 0.03 -0.17 -0.21 -0.24 -0.22 -0.31 -0.18 -0.37 -0.45 0.00 -0.36 -0.11 -0.33 0.00,,,Impolite,0.03
79,Impolite,Tweet,@AaronGoodwin your just a big kid at heart arnt you sweetie pie,NO_QUESTION,,NA, 541.09 785.67 4866.4 1879.87 0.0 2986.95 0.0 2562.14 2652.25 0.0 579.71 2716.62, 8.61 221.65 1388.59 435.75 0 704.96 0 694.42 623.17 0 20.93 586.71, 115.4 364.86 2139.63 741.95 0 1176.05 0 1102.24 1154.41 0 133.47 1133.54, 3.88 0.0 0.89 2.35 0.0 0.46 0.0 9.21 4.78 2.84 3.98 7.2, 3.34 0.0 1.79 3.33 0.0 0.0 0.0 3.82 0.64 1.4 3.19 1.87, 2.87 0.0 1.2 2.89 0.0 0.0 0.0 4.29 0.9 1.43 3.01 1.45,,,,NA,0
80,Impolite,Tweet,ughh they need to hurry up im hungry and I got a headache!,The author of the tweet is courteous.,,NA, 1082.6 793.4 3335.37 1514.28 2176.8 1119.51 484.45 2035.2 0.0 0.0 1460.64 1346.94 2106.0, 170.93 319.29 736.67 801.28 520.03 530.39 144.15 591.86 0 0 748.07 694.49 497.45, 359.82 603.38 1452.6 1278.12 871.9 893.41 314.21 922.63 0 0 1212.71 1121.49 838.76, 0.0 0.0 3.12 0.48 0.0 2.23 1.44 0.0 5.76 0.0 0.0 0.0 0.0, 0.0 0.0 1.47 0.0 0.0 3.23 3.06 0.0 10.46 0.0 0.0 3.76 0.0, 0.0 0.0 2.6 0.0 0.0 3.12 2.66 0.0 9.48 0.0 0.0 3.31 0.0,,,,NA,0
81,Impolite,Tweet,"@kevskiezzz But dw, only 2 days of you bullying me than you're going chiefly. BYE KEVIN! gonna miss you at some point.",NO_QUESTION,,NA, 1927.07 0.0 4617.52 3536.19 0.0 4784.87 2120.16 0.0 2210.27 0.0 845.74 1476.51 1991.43 2712.32 1862.7 3214.36 1360.66 3252.98 2171.65 0.0 1399.28 3999.61, 474.82 0 1070.2 945.21 0 1343.59 493.43 0 502.18 0 86.83 282.07 292.36 682.35 411.29 842.53 251.11 854.85 509.86 0 263.43 908.06, 791.82 0 2007.94 1501.88 0 2086.26 839.19 0 861.36 0 242.76 531.96 796.94 1116.32 718.7 1351.27 483.74 1369.34 863.29 0 501.82 1718.76, 9.4 0.0 0.01 0.0 4.04 6.98 4.04 0.0 1.33 0.0 0.96 0.79 0.0 0.0 3.97 0.0 2.54 6.19 0.38 0.0 2.36 3.08, 7.16 0.0 0.17 4.83 9.35 6.05 0.0 0 0.0 0 0.0 0.0 0.0 0.1 3.41 1.69 0.0 2.93 0.99 0 0.0 0.54, 8.59 0.0 1.44 4.52 8.69 5.55 0.0 0 0.11 0 0.0 0.0 0.0 0.0 3.07 1.02 0.0 2.96 0.69 0 0.0 0.75,,,,NA,0
82,Impolite,Tweet,Dear #neighbors. Please shut up! We are trying to #study here. Thank you. #loud,The author of the tweet is likely a student.,,NA,,,, 0.0 0.67 3.69 0.0 0.0 0.0 0.0 1.76 0.0 0.0 6.47 0.0 0.0 0.0, 0.0 1.07 2.93 0.0 0 0 0 0.0 0 0.0 3.27 0 0.0 0, 0.0 0.0 2.54 0.0 0 0 0 0.0 0 0.0 2.91 0 0.0 0,,,,NA,0
83,Impolite,Tweet,@swatatat pls don mind me using ur tweets repeatedly..me bored like hell with travel from last 7hrs..!!,NO_QUESTION,,NA,,,, 0.01 11.1 0.0 0.0 0.02 0.0 12.85 0.0 0.0 0.0 10.82 0.0 7.92 0.0 8.7 5.98 0.0, 0.0 5.35 0.0 0.0 0.0 0.0 10.85 0.0 0.0 0.0 7.2 0 5.36 0.0 6.88 5.73 0, 0.0 5.75 0.0 0.0 0.0 0.0 10.12 0.0 0.0 0.0 6.97 0 5.1 0.0 6.39 5.25 0,,,,NA,0
84,Impolite,Tweet,"@SteveBakerHW When it comes to CREDIBLE scare stories George Osbourne is crap, still at it I see.",The author of the tweet feels positively about George Osbourne.,,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.0 0.0 0.0 0.0 0.0 0.0,,,,,,,0.00 -0.29 0.31 0.14 0.23 -0.07 -0.09 -0.04 -0.01 -0.02 -0.07 -0.10 0.12 -0.24 0.09 -0.02 -0.08 0.03 -0.55 -0.28 0.30 0.05 -0.23 0.11 -0.27 -0.13 0.00,,,Impolite,0.04
85,Impolite,SE,So... you want to implement an exclusive decision tree without using if/elif? Why???,NO_QUESTION,,-0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 0.0 -0.3333 -0.6667,,,,,,,0.00 -0.20 -0.15 -0.15 -0.17 0.04 0.02 0.11 -0.20 -0.04 -0.24 -0.20 0.03 -0.34 -0.44 -0.20 0.05 -0.09 -0.18 -0.13 -0.14 -0.26 -0.40 -0.29 0.00,,,Impolite,0.02
86,Impolite,Tweet,@Uber very disappointing that support has not responded to my email!! #bad #uber #service,NO_QUESTION,,0.0 0.0 0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.6667 -0.3333 -0.6667,,,,,,,0.00 0.05 0.65 0.04 0.26 0.16 -0.32 -0.03 -0.14 -0.04 -0.03 0.22 -0.20 -0.06 0.04 0.05 0.10 -0.14 0.12 -0.38 0.28 0.00,,,Impolite,0.17
87,Impolite,Tweet,@freemanstanzan2 you're a cowan... that means you're a slimebag. I wouldn't trust you as far as I could throw you. #arsehole @StuartHarker1,NO_QUESTION,,0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -1.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.6667 0.0,,,,,,,0.00 -0.54 0.24 0.15 0.25 -0.43 0.06 -0.01 -0.04 0.06 0.02 -0.07 -0.05 -0.09 -0.01 -0.06 0.03 0.01 -0.07 0.04 0.14 -0.08 -0.10 -0.07 0.13 0.07 0.00 -0.02 0.04 0.05 -0.06 0.03 -0.03 0.08 -0.08 0.01 0.08 -0.03 -0.24 0.11 0.01 0.05 -0.11 -0.06 -0.17 -0.27 0.24 0.00,,,Impolite,0.08
88,Impolite,SE,"No, I have not read it, as it is of no interest to me or this encyclopedia. Are you claiming that the references make the blog post a reliable source, or why are we still discussing this?",The author of this post is probably someone you'd like to work with.,,0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333,,,,,,,0.00 -0.24 -0.18 0.18 -0.06 -0.26 -0.04 0.08 -0.11 -0.17 -0.00 -0.06 -0.04 -0.02 -0.05 0.00 0.03 -0.12 0.03 -0.07 -0.19 0.02 0.07 -0.12 -0.05 0.13 -0.02 -0.36 0.06 -0.09 0.03 -0.04 0.05 -0.20 -0.07 -0.09 -0.01 -0.24 -0.04 -0.26 -0.37 -0.42 -0.12 0.00,,,Impolite,0.02
89,Impolite,SE,User 86.138.232.97 does have a history of malicous edits. Are you then confirming that these malicious edits done by user 86.138.232.97 were done by yourself?,NO_QUESTION,,0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,,,,,,,0.00 0.05 -0.04 -0.12 -0.07 -0.06 -0.14 -0.05 -0.05 -0.04 -0.05 0.05 -0.09 0.01 -0.12 0.44 -0.15 -0.10 -0.03 -0.08 -0.01 0.25 0.42 0.05 0.03 -0.11 -0.13 0.03 0.02 -0.12 -0.33 -0.03 -0.00 -0.15 -0.06 -0.05 -0.07 0.02 -0.18 0.03 -0.11 -0.46 0.01 0.00,,,Impolite,0.03
